videoId,title,region,niche,content_type,views,likes,comments,engagement_rate,seconds,publishedAt,categoryTitle,tags,source
ko70cExuzZM,Taylor Swift - The Fate of Ophelia (Official Music Video),ES,,Video,40393263,1222986,56441,0.0316742670677533,239.0,2025-10-05T23:00:06Z,Music,"new taylor swift,showgirl,swift,taylor,taylor swift,taylor swift album,taylor swift tloas,the life of a showgirl,ts12",yt_mostPopular
EN1tMeXQii0,JISOO X ZAYN - EYES CLOSED (OFFICIAL MV),ES,,Video,8603486,1390074,101017,0.1733124224296988,192.0,2025-10-10T04:00:06Z,Music,"blackpink,blink,blissoo,eyes closed,jisoo,k-po​p,musicvideo,mv,yg,yg entertainment,zayn,블랙핑크,블링크,블핑,와이지,지수",yt_mostPopular
wlHwjkYpSr0,BABYMONSTER - ‘WE GO UP’ M/V,ES,,Video,7278945,633313,49646,0.0938266465813383,203.0,2025-10-10T04:00:08Z,Music,"ahyeon,asa,babymon,babymonster,baemon,chiquita,haram,pharita,rora,ruka,로라,루카,베몬,베이비몬스터,아사,아현,치키타,파리타,하람",yt_mostPopular
Ri2wNyvSpiY,The Mighty Nein - Official Trailer | Prime Video,ES,,Video,3636157,48214,2950,0.0140708995788685,120.0,2025-10-09T15:25:55Z,Entertainment,"adventure series,adventure show,amazon,amazon prime,critical role,critical role mighty nein,critical role the mighty nein,fantasy series,fantasy show,matt mercer,matthew mercer,official trailer,prime,prime video,prime video official trailer,prime video the mighty nein,prime video trailer,the mighty nein,the mighty nein animated series,the mighty nein critical rle,the mighty nein official trailer,the mighty nein prime video,the mighty nein trailer",yt_mostPopular
snsgMfKxu5g,Usé SUERTE INFINITA en 2 FILAS de CHICOS vs CHICAS en Steal a Brainrot,ES,,Video,3174507,18695,1716,0.0064296597865432,2082.0,2025-10-08T23:57:25Z,Gaming,"base brainrot,brainrot,brainrot roblox,brainrot secreto,flex roblox,nueva base,roba un brainrot,roblox,soyneto,steal a brainrot,zeer",yt_mostPopular
YIbqlUnoM04,Fede Vigevani Ft. Vecibanda - Película de Amor (Video Oficial),ES,,Video,2249209,223333,55890,0.1241427541860271,181.0,2025-10-10T00:30:06Z,Music,"beta,fede,fede canción,fede canción vecinos,fede vecinos,fede vigevani,fede y sus vecinos,no somos lobos,nueva canción,payasos de la deep web,película de amor,vecibanda",yt_mostPopular
zqorlX_5oHQ,TWICE “ME+YOU” M/V,ES,,Video,2153203,343492,22506,0.1699783996214012,248.0,2025-10-10T03:58:07Z,Music,"jyp,jyp entertainment,me+you,ten: the story goes on,twice,twice 10th anniversary,트와이스",yt_mostPopular
c6_4szhYNbA,GLITCH DIRECT 2025,ES,,Video,1679068,249985,22680,0.1623906834029354,782.0,2025-10-10T19:00:06Z,Film & Animation,"3d,3d animation,animation,bubble,caine,digital circus,gangle,gaslight district,glitch,glitch productions,gummigoo,indie animation,jax,kinger,knights of guinevere,murder drones,pomni,ragatha,the amazing digital circus,uzi,zooble",yt_mostPopular
Dt5zw0x9DTA,La Rosa de Steal a Brainrot ep.1 T2 YT,ES,,Video,1282408,20408,3853,0.0189183161677094,146.0,2025-10-09T23:00:06Z,Gaming,"la rosa de sab,la rosa de steal a brainrot,roblox,tioburguito",yt_mostPopular
nihTWZUZ9ek,CUANTO DURARA MI BASE CHETADA DE ROBA UN BRAINROT EN UN SERVER PUBLICO!🧑‍🧑‍🧒‍🧒,ES,,Shorts,1272400,39711,3075,0.0336262181703866,1558.0,2025-10-09T17:30:12Z,Gaming,"abrahaham,abrahahamflores,antes vs ahora,copilacion,directos,divertido,elabrahaham,entretenimiento,gamer,gracioso,mexico vs usa,reaccion,reacciones,risa,shorts,stream,streams,tiktoks,twitch,videojuegos,videos graciosos",yt_mostPopular
gMFS2ulSSMk,¡Adopte a TODOS los ANIMALES de 99 NOCHES! 💀🦌🩷 SILVIOGAMER en 99 Noches en el Bosque,ES,,Video,1170945,78911,2726,0.0697189022541622,1792.0,2025-10-09T22:35:36Z,Gaming,"1000 dias,1500 dias,1500 noches,99 days,99 days roblox,99 dias,99 dias en el bosque,99 dias roblox,99 noches,99 noches en el bosque,adopte,animales,bosque roblox,dias,roblox,roblox 99 dias,roblox 99 noches,roblox silvio,silvio,silvio gamer,silvio gamer roblox,silvio roblox,silviogamer,silviogamer roblox,sobrevivi,sobrevivimos,sobrevivimos 1000 noches,sobrevivimos 99 dias,sobrevivimos 99 noches,sobreviví,todos",yt_mostPopular
XFRBy-6rH_k,Nadie Intentó Esto en Skate 4,ES,,Video,1125550,66013,975,0.0595157922793301,1057.0,2025-10-09T16:39:58Z,Gaming,"2025,alto,altura,bug,caida,challenge,divertido,edificio,el mas alto,elrubius,escalar,imposible,imposibles,juego,mejor,montaje,nuevo,patin,patinete,rampa,reto,retos,rubius,rubius juega skate 4,skate,skate 4,skate.,skater,subir,trucos",yt_mostPopular
SpIULqcaBko,Construí un ZOO de BRAINROTS TERRORÍFICOS en Minecraft!,ES,,Video,970616,11382,566,0.0123097084737939,1396.0,2025-10-09T18:33:23Z,Gaming,"amigos minecraft,dagar minecraft,dagar y nacho,minecraft,minecraft dagar,minecraft mod,nacho y dagar",yt_mostPopular
6JIv1l96zN0,Gorillaz - The Manifesto ft. Trueno & Proof (Official Visualiser),ES,,Video,844490,90422,6537,0.1148136745254532,440.0,2025-10-08T16:00:09Z,Music,,yt_mostPopular
8WyoMmXjLHE,"Genshin Impact Version ""Luna II"" Special Program #GenshinImpact #SpecialProgram #GenshinLunaII",ES,,Video,840152,57363,4586,0.0737354669155105,2866.0,2025-10-10T12:00:06Z,Gaming,,yt_mostPopular
ddJb64Lbuy4,Amours Brisées Saison 2   -Bande Annonce,ES,,Video,775368,31253,671,0.0411727076691325,279.0,2025-10-07T22:00:52Z,Entertainment,"amours brisés,baabel,babel,babel saison 1,babel saison 2,cœurs brisés,evenprod,famille sénégalaise,lady diamand,lady diamant,marodi,serie senegal,serie senegalaise,tabou gueye",yt_mostPopular
AlABOZhCCqU,Fortnitemares 2025 Gameplay Trailer,ES,,Shorts,731955,26958,2294,0.0399642054497885,30.0,2025-10-09T08:00:07Z,Gaming,yt:cc=on,yt_mostPopular
d28Sfzt9rpA,HACKER SE UNE A ROBA UN BRAINROT💀😰 COSAS QUE NO HAN SALIDO😱,ES,,Video,730624,52777,2240,0.0753013862123335,695.0,2025-10-09T21:00:06Z,Gaming,,yt_mostPopular
y4oGfU13vr8,Cristi Dules ❌ Andrada Cerna - Mă suni noaptea pe la 3 (Official Video),ES,,Video,724094,5288,522,0.0080238201117534,178.0,2025-10-04T09:00:07Z,Music,"#andradacerna,#cristidules,#maneanouă,#masuninoapteapela3,#newmusic,#newrelease,#partymanea,#tiktokhit,#trendingnow,#youtubetrending,alex botea,andrada cerna,bage noaptea pe la 3,clip oficial,cristi dules,cântec de dragoste,hit manea,hit românesc,hit viral 2025,leo de la roșiori,luis gabriel,manea,manea 2025,muzică de petrecere,mă suni noaptea pe la 3,mă suni noaptea pe la 3 2025,piesă nouă,piesă virală,s-a lipit ca lipitoarea,tzanca uraganu,viral tiktok",yt_mostPopular
zRJ6q_MbSSA,Beéle - quédate (Letra/Lyrics),ES,,Video,677093,944,4,0.0014001030877589,177.0,2025-10-06T18:00:57Z,Music,"beele,beele letra,beele quedate,beele quedate letra,beéle,beéle - quédate,beéle letra,beéle quédate,beéle quédate letra,beéle quédate letra lyrics,beéle quédate lyrics,cómo quisiera que estuvieras aquí,letra beele quédate,letra beéle quédate,letra for quédate by beéle,letra quédate,letra quédate beéle,lyric,quedate beele,quedate beele letra,quédate,quédate beéle,quédate letra,quédate letra beele,quédate letra beéle,quédate quédate,ven quédate quédate",yt_mostPopular
nBbLTDdtlSc,"Marvel Studios' Wonder Man - Official Teaser Trailer (2026) Yahya Abdul-Mateen II, Ben Kingsley",ES,,Video,632272,17279,1488,0.0296818457878887,63.0,2025-10-10T16:40:13Z,Entertainment,"action,disney plus,marvel,marvel studios wonder man,marvel wonder man,marvel wonder man trailer,mcu,on-demand,wonder man,wonder man first trailer,wonder man marvel,wonder man mcu,wonder man movie marvel,wonder man new trailer,wonder man teaser,wonder man teaser trailer,wonder man teaser trailer disney,wonder man teaser trailer marvel,wonder man trailer,yahya abdul-mateen ii",yt_mostPopular
nIMhGTFghTo,SOBREVIVI 99 noches solo con UN MAMUT en el bosque,ES,,Video,595389,3444,162,0.0060565445448269,1277.0,2025-10-09T21:00:25Z,Gaming,"99 nights in the forest,99 noches,99 noches en el bosque,99 noches en el bosque domesticacion de animales,99 noches en el bosque domesticando mamuts,99 noches en el bosque domesticar,domestique a todos los animales de 99 noches en el bosque,leroy,leroy 99 noches,leroy 99 noches en el bosque,roblox,roblox 99 noches,roblox 99 noches en el bosque,roblox 99 noches en el bosque domesticando un mamut,roblox leroy,sobrevivi 99 noches solo con un mamut en el bosque",yt_mostPopular
m6gGEdl1jmg,Imagine Dragons x J.I.D - Enemy (Lyrics),ES,,Video,559512,2522,21,0.0045450320994009,172.0,2025-10-02T12:01:37Z,People & Blogs,"enemy imagine dragons & jid lyrics,enemy imagine dragons lyrics,enemy lyrics imagine dragons,imagine dragons & jid enemy lyrics,imagine dragons enemy lyrics,imagine dragons jid enemy lyrics,imagine dragons lyrics enemy,imagine dragons x jid - enemy,imagine dragons x jid - enemy (lyrics),imagine dragons x jid - enemy lyrics,imagine dragons x jid enemy lyrics,lol enemy lyrics,lyrics enemy imagine dragons,lyrics imagine dragons enemy,lyrics imagine dragons jid enemy",yt_mostPopular
UGm3t1KgIHw,"Charly García, Sting - In the City (Official Video)",ES,,Video,555313,63878,5595,0.1251060212888947,232.0,2025-10-10T00:00:42Z,Music,"charly garcia,charly garcia hablando tu corazon,charly garcia letra,charly garcia oficial,charly garcia unplugged,charly garcía lyrics,charly garcía yo ya sé,demoliendo hoteles,filosofia barata,in the city,in the city letra,in the city lyrics,inconsciente colectivo,la lógica del escorpión,no voy en tren,rezo por vos,rock,rock argentino,rock en español,rock nacional,seminare,sting,sting charly,yendo de la cama al living,yo ya sé",yt_mostPopular
Dj4X6dzjIw0,Me INFILTRE en un SERVIDOR DE HALLOWEEN en Steal a Brainrot..🎃😨,ES,,Video,506426,3952,188,0.0081749357260488,1293.0,2025-10-09T18:15:03Z,Gaming,"actualizacion,actualizacion halloween,admin,admin abuse hoy,brainrot og,brainrots halloween,de roblox,en roblox,halloween,hallowen,halowen,jalowin,jonbtc,nueva actualizacion,nuevo secreto,nuevos brainrot,nuevos brainrots,ritual,ritual nuevo,roba un brainrot,roblox,roblox brainrots,roblox gratis,robux,rovlox,sammy,secreto,server admin,soy neto,steal a brainrot,steal a brainrot actualizacion",yt_mostPopular
BC3itBowhNI,Goo Goo Dolls - Iris (Lyrics),ES,,Video,498044,1463,18,0.0029736328517159,290.0,2025-10-08T10:30:07Z,Music,"goo goo dolls iris,goo goo dolls iris lyrics,goo goo dolls iris tiktok,iris,iris goo goo dolls,iris goo goo dolls lyrics,iris goo goo dolls tiktok,iris lyrics,iris tiktok,when everything's made to be broken i just want you to know who i am,when everything's made to be broken i just want you to know who i am tiktok",yt_mostPopular
4vEQ_DbI_z0,"Farruko, Ky-Mani Marley - Chillax(Letra)",ES,,Video,486631,827,4,0.0017076593969558,199.0,2025-10-06T22:20:54Z,Music,,yt_mostPopular
M_M6Hp6Nxow,✅ LLEGARON las LANZAS y NAUTILUS 👉 Snapshot 25W41A ,ES,,Video,484791,28776,1678,0.0628188229566968,976.0,2025-10-09T23:15:34Z,Gaming,"#minecraft,100 jugadores bobicraft,bobby,bobicraft,bobycraft,building,construcciones de casas,fue bobi,mc pe,minecraft,minecraft 100 days,minecraft 100 dias,minecraft animation,minecraft bedrock edition,minecraft but,minecraft construcciones,minecraft curiosidades,minecraft mania,minecraft mods,minecraft music,minecraft survival,noob vs pro,noticias,por esta razon,que pasaria si,resumen,secreto,snapshot,truco",yt_mostPopular
thIKRTr-l64,LA LEGENDARIA MAS DESTRUCTIVA ESTA EN SU PRIME🥵 !,ES,,Video,461012,21405,471,0.0474521270595993,1440.0,2025-10-09T16:01:35Z,Gaming,"beniju,beniyu,benju,bniju,clash actu,clash royale,clash royale español,guia de mazos,jefa bandida,ken,mejores mazos,modo ranked,nueva actu,nueva carta,nueva evo,subir copas,tv royale,tv royale en español,verdugo evo",yt_mostPopular
943J1wxFfJQ,STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS,ES,,Video,460667,20615,19,0.0447915739568929,97.0,2025-10-10T20:51:43Z,Gaming,"roblox steal a brainrot,steal a brainrot,steal a brainrot 24/7,steal a brainrot 24/7 stream,steal a brainrot brainrot god giveaway,steal a brainrot game,steal a brainrot gifting,steal a brainrot giveaway,steal a brainrot giveaway live,steal a brainrot glitch,steal a brainrot god,steal a brainrot live,steal a brainrot live giveaway,steal a brainrot mod,steal a brainrot roblox,steal a brainrot secret giveaway,steal a brainrot stream,w steal a brainrot",yt_mostPopular
mPqv9Ah9sN0,Cris MJ - 30 Mil Pies (Video Oficial),ES,,Video,442294,41608,3701,0.1024409103447028,189.0,2025-10-09T21:00:01Z,Music,"30 mil pies,chile,cris mj,reggaeton,reggaeton chileno",yt_mostPopular
ZNrYRadmNIk,SE SUPONE 😔🥀 | BLESSD,ES,,Video,440904,44821,2456,0.1072274236568504,161.0,2025-10-10T00:00:06Z,Music,"bless se supone,blessd,blessd se supone,blessd se supone que no tiene que doler,se supone,se supone blessd,se supone blessed,se supone que no tiene porque doler,se supone que no tiene porque doler blessd",yt_mostPopular
OqpeIMT42Qo,Me Convertí en 67 KID para Asustar a Mis Amigos en Minecraft,ES,,Video,418138,5066,433,0.0131511606216129,1189.0,2025-10-09T21:20:47Z,Gaming,"67 kid,67 kid analog horror,67 kid edit,67 kid meme original,67 meme,arsel dano y mario,arsel y dano,asustar a mis amigos en minecraft,dano,dano mc,dano y arsel,dano y keciyo,dano y niki,danomc,danomc 67 kid,danomc terror,danomc trolea a keciyo,danomc trolleos,danomc y keciyo,keciyo,me convertí en 67 kid,me convertí en 67 kid para asustar a mis amigos en minecraft,meme,minecraft,minecraft gameplay,mis amigos en minecraft,mitos minecraft",yt_mostPopular
asZ9WmjginI,TINI - Una Noche Más (Official Video),ES,,Video,412763,36835,1982,0.0940418593720851,160.0,2025-10-10T00:00:06Z,Music,"cumbia,cumbia electronica,de papel tini,el cielo tini,latin pop 2025,mienteme tini maria becerra,muñecas tini,pop latino,quebranto tini,tini,tini 2025,tini argentina,tini de paul,tini jorge,tini rodrigo de paul,tini una noche mas,una noche mas,una noche más,video tini jorge",yt_mostPopular
gpnizY19kEM,Pluribus — Official Teaser | Apple TV+,ES,,Video,400155,12848,666,0.0337719133835638,63.0,2025-10-09T15:59:59Z,Entertainment,"apple,apple original,apple tv,apple tv app,apple tv pluribus,apple tv series,apple tv vince gilligan,apple tv+,better call saul,breaking bad,breaking bad vince gilligan,diane mercer,jenn carroll,official teaser,official trailer,pluribus,pluribus apple tv,pluribus teaser,pluribus trailer,rhea seehorn,rhea seehorn apple tv,science fiction,scifi,series,show,teaser,teaser pluribus,teaser trailer,trailer,tv,vince gilligan,vince gilligan apple tv",yt_mostPopular
nCGjGjhTkOw,🏁 CARRERITAS: vuelve el grupo más funable que nunca ,ES,,Video,393711,23975,1324,0.0642577931528456,1998.0,2025-10-09T19:24:38Z,Gaming,"auron,auronplay",yt_mostPopular
CUJkHyzz_Co,"HIMRA, NINHO, NO PAIN NO GAIN : DANS LE DOS (Clip Officiel)",ES,,Video,391343,56821,5138,0.1583240277710346,191.0,2025-10-10T16:00:24Z,People & Blogs,,yt_mostPopular
90fX_l6RpD0,OFICIALMENTE ROMPI 99 NOCHES EN EL BOSQUE COMPLETO (ROBLOX),ES,,Video,364717,3430,396,0.0104903253755651,1555.0,2025-10-09T21:15:02Z,Gaming,"99 noches en el bosque,chuy mine,chuymine,noches en el bosque completo,oficialmente rompi 99 noches en el bosque,oficialmente rompi 99 noches en el bosque completo,roblox,rompi 99 noches en el bosque,rompi 99 noches en el bosque completo",yt_mostPopular
d073wsMs7ao,Fui Adoptado por Una FAMILIA de 67 SECRETA en Minecraft!,ES,,Video,358964,4997,458,0.0151965099564301,1206.0,2025-10-08T21:32:39Z,Gaming,"fui adoptado por una familia de 67 secreta en minecraft!,minecraft,turbo minecraft,xturbo,xturboo,xturboo_",yt_mostPopular
ktsM7UJUYQs,ROBANDO BRAINROTS EN ROBLOX | Steal a Brainrot (Roblox),ES,,Video,349698,30350,2929,0.0951649709177633,1128.0,2025-10-10T14:01:18Z,Gaming,"comedia,iker,iker comedia,iker tiktok,iker unzu,iker unzu tiktok,roblox,sketches de comedia,steal a brainrot",yt_mostPopular
s8EUzSr6kgY,Usé HACKS de RECURSOS INFINITOS en 99 Noches en el Bosque en Roblox!,ES,,Video,336958,4587,252,0.0143608402234106,1118.0,2025-10-10T15:58:41Z,Gaming,"99 nights in the forest sandox,99 nights sandbox,admin 99 nights in the forest,creative mode 99 nights,dagar y nacho,nacho y dagar,roblox,roblox dagar,roblox nacho,sandbox 99 nights in the forest,sandbox obby 99 nights",yt_mostPopular
QU1znf7yeVI,Carin Leon - Primera Cita (Letra),ES,,Video,335059,1498,6,0.0044887616807786,198.0,2025-10-05T16:51:21Z,Music,"carin leon,carin leon - primera cita,carin leon - primera cita (letra),latin holic,letra,lyrics,primera cita,primera cita (letra)",yt_mostPopular
RHJrGsvkaPs,LA OSCURA VERDAD SOBRE SAMMY en Steal a Brainrot,ES,,Video,329758,4033,60,0.0124121325335549,883.0,2025-10-09T16:02:53Z,Gaming,"actualizacion steal a brainrot,admin abuse,base secreta de sammy,brainrot,brainrot raro,brianrot secreto,como obtener nuevos brainrot,encontré la base secreta de sammy en steal a brainrot,hacker,maquina de crafteo,mayor actualización,nuevo brainrot steal a brainrot,rareza,roba un brainrot,roblox hacker,steal a brainrot",yt_mostPopular
JiQZ9LLn81s,Base de CHICOS VS CHICAS en 99 Noches en el Bosque!,ES,,Video,328857,5334,451,0.0175912326634373,1528.0,2025-10-10T03:32:23Z,Gaming,,yt_mostPopular
7vN7SIwhYMU,PLATINÉ CUPHEAD AL 100%,ES,,Video,320655,13717,821,0.0453384478645272,8821.0,2025-10-09T22:30:01Z,Gaming,"actualizacion,best moments,clips,como ganar,como mejorar,consejos,español,fails,funny,gameplay,juego,mejores momentos,nueva arma,nueva skin,reaccion,reaccionando,recopilacion,record,risa,robleis,robleisiutu,si me rio,terror,tips,top,trucos,videos graciosos",yt_mostPopular
yzBxrKU7gHQ,"Rauw Alejandro, Chencho Corleone - Desesperados (Letra)",ES,,Video,319690,696,4,0.0021896211955331,226.0,2025-10-02T22:01:16Z,Music,"cancion del momento,cancion viral,chencho corleone,chencho corleone - desesperados letra desesperados,chencho corleone letra,desesperados chencho corleone,desesperados chencho corleone letra,desesperados letra,desesperados rauw alejandro,desesperados rauw alejandro letra,hit latino,letra desesperados,letra oficial,musica latina,musica viral,nueva musica,rauw alejandro,rauw alejandro chencho corleone,rauw alejandro letra,reggaeton 2025,video con letra",yt_mostPopular
kQEo5ThlzB0,ELIMINAN PARA SIEMPRE estos BRAINROTS de Steal a Brainrot Roblox,ES,,Video,303159,3399,387,0.0124884961356911,1009.0,2025-10-09T18:07:37Z,Gaming,,yt_mostPopular
V2ZtKzRc3AY,"Ricky Martin, Carín León - A Medio Vivir (Official Lyric Video)",ES,,Video,290293,6323,228,0.0225668548673237,232.0,2025-10-09T17:00:43Z,Music,"adult contemporary,heartbreak,medio vivir,ricky martin carín león",yt_mostPopular
o6QCJ1vs0Uw,level devil (mundo 2),ES,,Video,290018,14455,300,0.0508761525146715,2303.0,2025-10-08T13:01:43Z,Gaming,"borrar,complicado,devil,dificil,difícil,edit,enfado,extraño,gritar,grito,juego,level,niveles,raro,reto,ricky,ricky edit,rickyedit",yt_mostPopular
yycH_GkEQ3c,LOGRO LA MAYOR GOLEADA DE LA HISTORIA DEL REAL MADRID... EPISODIO 4 - MODO CARRERA,ES,,Video,289858,20449,1041,0.074139751188513,3082.0,2025-10-10T15:01:56Z,People & Blogs,,yt_mostPopular
hIhY9M5dWB4,Season 19: Haunted Masquerade Official Trailer | Overwatch 2,ES,,Video,284396,13801,1170,0.0526413873612849,110.0,2025-10-09T16:00:06Z,Gaming,"overwatch,overwatch 2",yt_mostPopular
FmeKvj9ZshA,"LOMIIEL, YAILIN LA MAS VIRAL - TU BANDA - ( VIDEO OFICIAL 4K )",ES,,Video,265819,16621,1925,0.0697692790959261,101.0,2025-10-08T20:00:07Z,Music,"angel dior,dominican replubic,donaty,dr,el alfa,jey one,jezzy,kaly ocho,kreizy k,lomiiel,lomiiel music,mezito is back,papaa tyga,rochy rd,tivi gunz,yailin la,yaisel lm,yomel el melrose",yt_mostPopular
0NWHbOQhQsg,"Luck Ra, RAMKY EN LOS CONTROLES, The La Planta, La K'onga - FINGI DEMENCIA (CUARTETO)",ES,,Video,262076,9996,473,0.0399464277537813,160.0,2025-10-10T00:00:06Z,Music,"fingi demencia,fingi demencia letra,fingi demencia lyrics,happy,la k'onga,luck ra,luck ra letra,luck ra lyrics,luck ra ramky en los controles,luck ra the planta,ramky en los controles,ramky en los controles letra,the la planta",yt_mostPopular
m-pQBgRsXJI,"Dan Heng • Permansor Terrae Character Trailer: ""Home"" | Honkai: Star Rail",ES,,Video,256556,35971,1885,0.147554530005145,148.0,2025-10-10T04:01:05Z,Gaming,,yt_mostPopular
7gzH3HoNGbE,HE PERDIDO LA ILUSIÓN 🥀 - Call of Duty: Black Ops 7 [BETA],ES,,Video,249579,9255,472,0.038973631595607,5589.0,2025-10-08T13:15:03Z,Gaming,"clips illojuan,illojuan,illojuan clips,illojuan directo,ldmshow,lmdshow,mejores momentos de illojuan,mejores momentos illojuan,twitch illojuan",yt_mostPopular
ZHGFrCDhPFg,Entré en el Mundo Secreto de Dagar en Minecraft,ES,,Video,237425,5096,298,0.0227187532905127,1182.0,2025-10-10T19:24:31Z,Gaming,"amigos minecraft,dagar mundo secreto,dagar y nacho,dagar y nacho en minecraft,entre en el mundo secreto,minecraft,minecraft mod,minecraft mods,minecraft nacho,minecraft niños,minecraft roleplay,mundo secreto de dagar,nacho llorando,nacho minecraft,nacho y dagar,robar diamantes,secretos,secretos de dagar,secretos minecraft,toni,toni minecraft,trampas minecraft",yt_mostPopular
0BZiPVZradg,"KAROL G, Romeo Santos - X SI VOLVEMOS (Letra)",ES,,Video,231624,380,3,0.0016535419472938,201.0,2025-10-09T14:00:32Z,Music,#rap #trap #reggeaton #thebestflow #letra,yt_mostPopular
HpAhIQ613OE,Sin Piedad | Tráiler Oficial en Español HD. En cines 23 de enero.,ES,,Video,230434,538,84,0.0026992544502981,174.0,2025-10-09T18:47:55Z,Film & Animation,"auronplay,cazafantasmas,cine,comedia,el rubius,estreno,estrenos,ghostbusters,marvel,new trailer,no way home,pelicula,peliculas,películas,pixels,rubius,ruega por nosotros,sony,sony pictures,sony pictures españa,spiderman,spiderman no way home,trailer,trailer 2021,trailer español,trailer no way home,trailer oficial,trailer spiderman,venom",yt_mostPopular
O1O2YB8FGQI,WOS - ASÍ NOMÁS,ES,,Video,229965,43952,3721,0.2073054595264497,196.0,2025-10-10T00:00:33Z,Music,"argentina,bad bunny,batalla de gallos,buenos aires,calle 13,caravana,descartable,divididos,duki,freestyle,gardel,hip hop,indio solari,los redondos,mollo,molotov,natalia lafourcade,oscuro extasis,rap,red bull,residente,rock,trap,wos",yt_mostPopular
_kwiNpRZlDI,"David Guetta, Teddy Swims, Tones and I - Gone Gone Gone [Official Studio Video]",ES,,Video,229866,7392,301,0.0334673244411961,199.0,2025-10-10T07:00:06Z,Music,"david guetta,gone gone gone,teddy swims,tones and i",yt_mostPopular
F2E9K9w3KDc,JHAYCO - SCORPIO (Official Video),ES,,Video,219562,29686,2781,0.1478716717829132,275.0,2025-10-10T01:01:34Z,Music,"24 horas jhayco,anuel,anuel aa,bad bunny jhayco,bryant myers,bryant myers jhayco,corazon roto brray jhayco ryan castro,cuerpectio jhayco,dakiti,holanda,holanda jhayco,jhayco,jhayco 24 horas,jhayco anuel,jhayco bad bunny,jhayco bryant myers,jhayco holanda,kapo,kapo jhayco,ktm,ktm jhayco,letra scorpio jhayco,luar la,mami chula,nueva cancion jhayco,passoa,passoa jhayco,passoa kapo,quevedo jhayco mami chula,scorpio",yt_mostPopular
1hCZ4r0Acjo,Loser - @frontioficial x @Hades66mmnf x @MikyWoodz (Video Oficial),ES,,Video,213476,13593,564,0.0663165882815867,207.0,2025-10-08T04:09:56Z,Music,"fronti,hades66,mikiwoodz,mikywoodz",yt_mostPopular
FR3rWrC5tV0,MUCHO CONTENIDO - Primeras Impresiones 25w41a,ES,,Video,196761,15588,958,0.0840918677990048,2254.0,2025-10-09T17:49:30Z,Gaming,"comentado,elrich,elrichmc,español,gameplay,mc,minecraft,rich,spanish,videogame",yt_mostPopular
YxvHU7whA3g,MI PRIMERA VICTORIA COMPORTÁNDOME COMO UN NPC PARA GANAR - GTA 5 ONLINE,ES,,Video,196307,10480,212,0.0544657093226425,1757.0,2025-10-09T17:00:51Z,Gaming,"cara a cara,carrera gta 5 online,carrera troll,danirep,gta 5 online,gta v,mega rampa,todos contra mi",yt_mostPopular
CRX_F4rn-rg,"FIFA, pero Cada Gol Lamine Yamal Crece",ES,,Video,195451,3497,157,0.0186952228435771,1120.0,2025-10-09T18:54:42Z,Gaming,,yt_mostPopular
ygx1J-U0JPg,Dei V - Problema (ft. Luar La L) [Official Visualizer],ES,,Video,190572,15734,408,0.0847028944440946,203.0,2025-10-10T04:03:16Z,Music,"dei v,dei v 2023,dei v 2025,dei v clima,dei v letra,dei v mix,dei v music,dei v music video,dei v musica,dei v myke towers,dei v pr,dei v problema,dei v trending,dei v underwater,dei v video oficial,dei v x luar la l,el del flavor,letra dei v,los flavorz,luar la l,miami,muisca nueva,musica dei v,narcotics,puerto rico,quien es dei v,quienesdeiv,quiere music video,sirena,tussi,underwader,underwater,video oficial,vidoe oficial",yt_mostPopular
p_gD1BtAq7g,Dungeen Daj,ES,,Video,188708,30298,3846,0.1809356254106874,177.0,2025-10-09T10:03:08Z,Music,"dip doundou guiss,dungeen daj",yt_mostPopular
BAwG7g8rw_E,VUELVO A FORTNITE POR FORNITEMARES - TheGrefg,ES,,Video,183819,12287,299,0.0684695270891474,1380.0,2025-10-10T18:44:57Z,Gaming,"fortnite,fortnitemares,grefg,thegrefg,vuelvo",yt_mostPopular
3R1g9TIg37U,ESTE MAZO JAMAS DEBIO SER CREADO...,ES,,Video,181251,7934,113,0.0443969964303645,1877.0,2025-10-09T21:00:04Z,Gaming,"arena,beniju,boom,boom arena,cartas,clash,clash royale,clash royale best deck,clash royale deck,clash royale game,clashroyale,cuenta nueva,desafio barbaros evo,el peor mazo de clash royale,espiritu evolucionado,esqueleto evo,evolucion,gamer,gaming,las peores cartas de clash royale,mazos,mobile,montapuercos,nueva actualizacion,nueva carta,nueva evolucion,proplayer,royale,videojuegos",yt_mostPopular
ZY9pNKq4XxY,"Activision se rinde y quita el SBMM para siempre, ahora sí hemos ganado",ES,,Video,177899,14523,2330,0.0947335285752027,933.0,2025-10-09T15:00:02Z,Entertainment,"activision,activision alphasniper,activision alphasniper97,activision black ops 7,activision quita el sbmm,activision quita sbmm,alphasniper,alphasniper97,alphasniper97 activision,hemos ganado,hemos ganado activision,hemos ganado sbmm,se rinde",yt_mostPopular
